,Unnamed: 0,timestamp,UTC time,x,y,z,x_mean,y_mean,z_mean,x_sd,y_sd,z_sd,magnitude,m_mean,m_sd,hor_magnitude,m_hor_mean,m_hor_sd,x_E,y_E,z_E
113,20699,1565109942113,2019-08-06 16:45:42.113,0.1578369140625,-0.96661376953125,0.0004119873046875,0.12791061401367188,-0.9878997802734375,0.027484893798828125,0.02588256886493042,0.024596846131143026,0.023342111891639122,0.9794155607410598,0.9970029518275654,0.02345092107846989,0.9794154740906361,0.9964183015883162,0.023490521762365147,0.06745422282256186,3.9055989179760218,0.004656240111216903
123,20709,1565109943115,2019-08-06 16:45:43.115,-0.83331298828125,-0.611968994140625,0.6395721435546875,-0.11832809448242188,-0.8028564453125,0.3598823547363281,0.5332547267889945,0.1363215967744888,0.3099960510310882,1.2157175301190868,1.0330248044198216,0.164261467225207,1.033884222835282,0.9360637717904299,0.11297646308030718,0.9090879627037793,2.634064620360732,0.8063538919668645
133,20719,1565109944117,2019-08-06 16:45:44.117,-0.0271453857421875,-0.55712890625,0.3042449951171875,-0.018157958984375,-0.9374542236328125,0.14306259155273438,0.3104617976463902,0.3460754064333633,0.19600047829623893,0.6353695831563476,1.0010137799719219,0.3435435478669085,0.5577898261410058,0.9718144841823204,0.3593378675041309,0.29047842929139733,3.8745862464420497,0.1971161828842014
143,20729,1565109945119,2019-08-06 16:45:45.119,0.290435791015625,-1.083404541015625,0.1411285400390625,0.24445343017578125,-1.0308341979980469,0.039218902587890625,0.11145741257238935,0.07003312257756486,0.10258869254878955,1.1305023719611145,1.068701563941851,0.05978391668943861,1.1216587485488396,1.0643237845184075,0.05873159061207778,0.27629818255081773,4.265190489822999,0.03772580879740417
153,20739,1565109946122,2019-08-06 16:45:46.122,0.0838775634765625,-0.9507293701171876,-0.048095703125,0.04959106445312497,-0.9651222229003906,0.09769439697265625,0.7466656886662848,0.281713252488813,0.34381334678865566,0.9556332861078444,1.190644778650032,0.3505026934752566,0.9544222235772746,1.1471873850149101,0.35690388606631884,1.6823660465888677,3.963930690428242,0.392799633089453
163,20749,1565109947124,2019-08-06 16:45:47.124,-0.7207183837890625,-0.61370849609375,-0.73583984375,-0.12997055053710938,-1.0268669128417969,0.09813690185546878,0.48406343305956695,0.5662789949119595,0.6817283421931102,1.198971802236898,1.2786183795347128,0.5303093708493011,0.9466113811428483,1.1339768867049969,0.5185703444316098,0.7705215977039188,5.179838326992467,1.432784003671259
173,20759,1565109948126,2019-08-06 16:45:48.126,0.6012725830078125,-1.9164276123046875,1.304931640625,0.20573043823242188,-0.922454833984375,0.3679008483886719,0.3253736847746897,0.7116334899292757,0.6268436146319437,2.3952181735668647,1.068795517709336,0.923899339018559,2.008537655181185,0.9697905325382238,0.7411450159541505,0.4869041570927948,4.922958354931325,1.7202028885949403
183,20769,1565109949129,2019-08-06 16:45:49.129,-0.0368804931640625,-0.43267822265625,0.0724334716796875,0.115264892578125,-1.0543327331542969,-0.12725448608398438,0.3863475923789017,0.6219011183934384,0.3934861426723863,0.4402467750666301,1.1455232521963803,0.6802120221626649,0.434247182071451,1.1097808430651956,0.6274913921578501,0.5009373682551086,5.606753051979466,0.5292688503395766
193,20779,1565109950131,2019-08-06 16:45:50.131,-0.23431396484375,-1.366973876953125,0.202728271484375,0.14488983154296875,-1.222076416015625,0.20621871948242188,0.3108032522067556,0.14966850183096633,0.09500047187334403,1.4016488028219116,1.2821246806126176,0.11054171010191886,1.3869104565158688,1.2625352706011344,0.11383035254993198,0.37376823788508773,6.041085047647357,0.19717991002835333
203,20789,1565109951133,2019-08-06 16:45:51.133,0.212890625,-1.2954559326171875,-0.102691650390625,0.19153594970703125,-1.00360107421875,-0.158111572265625,0.33576000927579125,0.22299521595963842,0.19270578656038745,1.3168424608228229,1.0798758253048812,0.2644906681840384,1.3128322404503774,1.0584077247646233,0.24636142011037582,0.4849484316073358,4.1780410637147725,0.21140363765880466
213,20799,1565109952136,2019-08-06 16:45:52.136,0.1943206787109375,-0.9637603759765624,0.4014739990234375,0.19643020629882812,-1.0059547424316406,-0.1477203369140625,1.1387914155613785,0.3872639585707506,0.5776690853990195,1.0619679657922998,1.4488500823899386,0.6414308296887686,0.9831554243745819,1.346971511774028,0.6545349112763259,4.0448769682552665,4.4976998961064965,1.088389908429235
223,20809,1565109953138,2019-08-06 16:45:53.138,0.2060546875,-0.632415771484375,-0.0462799072265625,0.3337249755859375,-1.160369873046875,0.18891143798828122,0.6138379599533171,0.8703199410641221,0.4536565371462565,0.6667458826837996,1.349109448806939,0.951115414720402,0.6651377618680959,1.256529558400912,0.9863430445435607,1.5758805605582893,7.658203368540853,0.760162886697799
233,20819,1565109954140,2019-08-06 16:45:54.140,-0.038665771484375,-0.255401611328125,1.5019073486328125,0.015178680419921875,-0.5221939086914062,0.529754638671875,0.23421875340920767,0.6757072981229648,0.8399561044480061,1.523958893418956,0.9862212687291083,0.811293808557597,0.2583118753628732,0.5589274550225943,0.6773438846204752,0.1654968427028507,2.460486971307546,3.239138680975884
243,20829,1565109955142,2019-08-06 16:45:55.142,0.620819091796875,-2.39129638671875,1.6996002197265625,0.23011016845703125,-1.0952720642089844,0.541748046875,0.2826703185595619,0.9443353449770469,0.8027099856463825,2.99872567280974,1.2806737107009523,1.2209005870772536,2.4705697225283174,1.125900110004908,0.9754823361670757,0.45151028549298644,7.473791309865192,3.1069937483407557
253,20839,1565109956145,2019-08-06 16:45:56.145,0.2653350830078125,-0.718292236328125,0.03533935546875,0.21252822875976562,-1.1690216064453125,0.11808013916015625,0.18490628429617845,0.33780858503801275,0.24979758403526764,0.7665476587199053,1.2259488528966023,0.3282274597834538,0.7657326185059781,1.2032244006050477,0.3167744449237658,0.2832439939957112,5.808789985720068,0.24296817602589726
263,20849,1565109957147,2019-08-06 16:45:57.147,0.1068267822265625,-1.4332733154296875,0.2320556640625,0.3210945129394531,-1.1373481750488281,-0.059848785400390625,0.32710416085567795,0.2337704794316688,0.24707476431431963,1.4558620090335408,1.2384150271868357,0.21163312997195213,1.4372488852400234,1.2193624420236526,0.20347684335388744,0.7333981411065906,5.338189396308735,0.19746532593853772
273,20859,1565109958149,2019-08-06 16:45:58.149,0.744384765625,-0.988006591796875,-0.0149993896484375,0.5542831420898438,-1.0534324645996094,-0.0364837646484375,0.7197230545249174,0.279196959291876,0.15316858245149295,1.2371300200134538,1.284723466785776,0.5565681294112883,1.2370390877933741,1.2745022455210469,0.565164221807652,2.782923032063991,4.672732656123117,0.07570610428228974
283,20869,1565109959152,2019-08-06 16:45:59.152,0.068756103515625,-0.9483184814453124,-0.1071014404296875,0.3096885681152344,-0.9591903686523438,-0.4203529357910156,0.5888346001393533,0.23077240584992126,0.5809284855025748,0.9568208100598087,1.230838402329263,0.5547150459889187,0.9508077324156523,1.1053338233352197,0.3543574066675318,1.4238065958488733,3.8399523631669576,1.7192200783174485
293,20879,1565109960154,2019-08-06 16:46:00.154,0.874053955078125,-1.838470458984375,-0.301971435546875,0.17470550537109375,-1.103546142578125,0.2612266540527344,0.5647351791253477,0.7616833650080999,0.670279437379093,2.057943316233995,1.3794001720893152,0.752863027708102,2.035667935824979,1.2085976185946357,0.7848086195901565,1.0788655220530927,6.611741000786424,1.6207810316700486
303,20889,1565109961156,2019-08-06 16:46:01.156,-0.2587127685546875,-2.1178741455078125,0.0817108154296875,0.19972991943359375,-1.2971458435058594,0.3626861572265625,0.6617580484976194,1.0327068060535096,0.719622843052444,2.13518145603175,1.4954081631556395,1.229890579387911,2.133617396072613,1.3982995197178254,1.0927293838298302,1.4733393071219325,9.929799399105832,2.0797361033037305
313,20899,1565109962158,2019-08-06 16:46:02.158,0.0695953369140625,-0.6404876708984375,0.26239013671875,-0.026668548583984375,-0.8757705688476562,-0.09770584106445312,0.35115222642891736,0.592666925592094,0.3290211491052025,0.6956411081444018,0.9683462203619344,0.6073439389820229,0.6442576871819902,0.9337664194246224,0.5792950345731407,0.37276850431226194,4.121658611111343,0.3629504751879722
323,20909,1565109963161,2019-08-06 16:46:03.161,0.269378662109375,-0.65960693359375,-0.0412445068359375,0.191162109375,-1.1642608642578125,0.17475509643554688,0.0712727817687278,0.33777293390951446,0.30675244883491753,0.7136857009839319,1.2218122458369913,0.3458536562051369,0.7124929265928095,1.185806025302971,0.31683466915809316,0.16141123650595546,5.764285104814917,0.4044485695194453
333,20919,1565109964163,2019-08-06 16:46:04.163,-0.4388580322265625,-1.916259765625,-0.6445770263671875,0.2680473327636719,-1.1987380981445312,-0.09548187255859375,0.5801249575594657,0.4785438925801689,0.38994044770622066,2.0688468780273026,1.3726579051684253,0.47882014175216314,1.965870764267822,1.3377321618215652,0.43735108917962373,1.297032389556989,6.434904883150011,0.4926278102211654
343,20929,1565109965165,2019-08-06 16:46:05.165,0.2039794921875,-1.3078155517578125,-0.029693603515625,0.2632598876953125,-0.9912338256835938,-0.028781890869140625,0.2671406846879094,0.2505317838282858,0.13995720355074054,1.3239602942469253,1.0557771273081262,0.2665885082688882,1.323627270288982,1.0475528112774386,0.2710008937899121,0.4913155101239681,4.11847651284188,0.062077645445242524
353,20939,1565109966168,2019-08-06 16:46:06.168,0.457305908203125,-1.0187835693359375,0.41949462890625,0.272705078125,-0.9482688903808594,-0.14778900146484375,0.7773599323428586,0.08896346987523206,0.5157284260376318,1.1929058632212142,1.2550028321693614,0.3246033639296968,1.1167133270568406,1.1631681692197875,0.32613694618763595,2.110337631776929,3.6205990507733077,0.8852937840856612
363,20949,1565109967170,2019-08-06 16:46:07.170,-0.12725830078125,-0.897430419921875,-0.129241943359375,-0.043712615966796875,-0.7421760559082031,-0.13312530517578125,0.7475121236135778,0.6207018195650058,0.041337366319339354,0.9155760556295648,1.0456202018356673,0.49860105276063066,0.9064083151201141,1.035962550997076,0.5000686972942681,1.6839662960264832,3.35911343828775,0.0760157210752368
373,20959,1565109968172,2019-08-06 16:46:08.172,-0.29150390625,-0.8445587158203125,-0.3385009765625,0.1764068603515625,-1.1916236877441406,0.45859527587890625,0.4906872469271521,1.0730571701153266,0.8519043327928875,0.9554249645894911,1.4552923257976547,1.2285467077014527,0.89345058723304,1.2932107980488452,1.0474486296753363,0.8467994444072247,9.134223123779517,3.018461484927684
383,20969,1565109969175,2019-08-06 16:46:09.175,-0.4707794189453125,-0.2796630859375,-0.49029541015625,0.010833740234375,-0.8018531799316406,0.18048095703125,0.4288693729426262,0.8013515681644102,0.7211543952684321,0.7350063211693196,1.0448550267914551,0.8896103592251665,0.5475807729810932,0.9146514350251782,0.7537184272093065,0.5522562968544662,4.498367096064612,1.6904844888485968
393,20979,1565109970177,2019-08-06 16:46:10.177,-0.0217742919921875,-0.3638916015625,0.0793304443359375,-0.0235595703125,-0.9051780700683594,-0.118011474609375,0.38229711805182853,0.7215973410016082,0.3718207061058607,0.37307443878939167,0.9784571228535875,0.8002325442335189,0.3645424769207044,0.9460366141181658,0.7528235502801615,0.4406734728254378,4.839497521752492,0.4704587450250983
403,20989,1565109971179,2019-08-06 16:46:11.179,0.1348419189453125,-0.859588623046875,0.12786865234375,0.22480392456054688,-1.0118331909179688,0.13397979736328125,0.188537248736886,0.167964320022732,0.09859701370929853,0.8794460394070142,1.0616458066780852,0.1645670544638476,0.8701005367062342,1.0504767740613792,0.15773601626405748,0.30878610047511756,4.17986166337505,0.10096645774319768
413,20999,1565109972181,2019-08-06 16:46:12.181,0.1802978515625,-1.163726806640625,0.174957275390625,0.24303436279296875,-1.0030364990234375,0.028594970703125,0.1294043138392871,0.11007887913676133,0.14018362813070828,1.1905366201777041,1.0460884335129896,0.10360370483925578,1.177610884703449,1.0390082626928827,0.09836582727393155,0.2864992353133857,4.060680952388793,0.062225038185715675
423,21009,1565109973184,2019-08-06 16:46:13.184,0.05389404296875,-0.8495330810546875,-0.0845947265625,0.10778427124023438,-0.915771484375,-0.08159255981445312,0.3194012585731529,0.40226142370498813,0.3443605303693452,0.8554339784202939,1.0076728274761504,0.4136332887895215,0.851240872887215,0.9482220960431926,0.4457252966137969,0.3525212884414941,3.8399924053810537,0.38238190789707005
433,21019,1565109974186,2019-08-06 16:46:14.186,0.1387481689453125,-2.646240234375,1.1218109130859375,0.20784759521484375,-1.1915817260742188,0.5612449645996094,0.22935512876779265,0.9928066304946472,0.5149970715627618,2.877550721903862,1.368428122142181,1.085102815922855,2.649875172986594,1.2302392487445655,0.9854140308071425,0.33061381662264466,8.636463056318462,2.0556495923083276
443,21029,1565109975188,2019-08-06 16:46:15.188,-0.0817108154296875,-0.387969970703125,0.0096435546875,-0.00274658203125,-0.9239768981933594,-0.025775909423828125,0.3556327679406004,0.6584145464368598,0.1939402475937022,0.3965984791606984,0.9735519756660563,0.6877981297476867,0.39648121711572687,0.964316099052297,0.6770756714587607,0.3794541717506945,4.715462378459051,0.11549604893662035
453,21039,1565109976191,2019-08-06 16:46:16.191,0.4637908935546875,-0.8311920166015625,-0.1813201904296875,0.2731971740722656,-1.134979248046875,-0.06587982177734375,0.4337900619416251,0.3249506297155959,0.3992078291638188,0.9689474561935161,1.2754276802750142,0.3271884025389836,0.9518309521161978,1.2330536894223108,0.2891786889659754,0.863068237202242,5.469490309245884,0.49546127626672387
463,21049,1565109977193,2019-08-06 16:46:17.193,0.40826416015625,-1.1688385009765625,0.3276824951171875,0.3067970275878906,-1.1273269653320312,0.12851333618164062,0.3160252166428735,0.1990114916999599,0.16534105176731337,1.2807181124039166,1.2172843446024082,0.1819757711003187,1.2380884725387058,1.2028971978176168,0.17373147065181196,0.6761134772095829,5.202281068544835,0.1480757005047053
473,21059,1565109978195,2019-08-06 16:46:18.195,0.4578094482421875,-0.956787109375,-0.0162200927734375,0.3294792175292969,-1.0211563110351562,0.06774520874023438,0.2638915325477874,0.16120979343839256,0.0878294364206812,1.0607988287020134,1.09266862599643,0.22945577550837146,1.0606748151841752,1.0886441611826996,0.22476998765142156,0.6431424419861287,4.24900663876906,0.04149968293495476
483,21069,1565109979197,2019-08-06 16:46:19.197,0.359405517578125,-1.94256591796875,0.768646240234375,0.3396644592285156,-1.1086006164550781,0.4886970520019531,0.09675592118579422,0.5603744432379923,0.18801165240401904,2.1197999231875193,1.2666150012742163,0.5749501121766579,1.975534021908854,1.1668116070889858,0.5482747047713695,0.4895729043055326,5.8580398571211845,1.0613443788606673
493,21079,1565109980200,2019-08-06 16:46:20.200,0.220947265625,-0.6454010009765625,0.084381103515625,0.24745941162109375,-1.1165504455566406,0.034992218017578125,0.3049968552266485,0.39890488768199944,0.2575688322569138,0.6873720367306396,1.1956684872414522,0.39730727430342083,0.6821731057794005,1.173565214182021,0.3996279757817243,0.5240138866938651,5.4641149181406945,0.2039229313377291
503,21089,1565109981202,2019-08-06 16:46:21.202,0.40301513671875,-1.0493927001953125,0.12371826171875,0.2874259948730469,-1.0353546142578125,0.02156829833984375,0.0865720432396655,0.11610660357319366,0.11557645354500572,1.1309077981561322,1.0824710098647994,0.1098157128877782,1.1241202069385825,1.0773867823373726,0.11279596675072613,0.3529389661271125,4.328278939239681,0.041934515815228224
513,21099,1565109982204,2019-08-06 16:46:22.204,0.0038604736328125,-0.8762359619140625,0.042388916015625,0.14990234375,-0.9778366088867188,-0.12267303466796875,0.7153162695197378,0.3256471024629888,0.11235426796555337,0.8772691630332801,1.1338966540751008,0.49087997091882307,0.8762444660071367,1.122096405013734,0.4937304997434753,1.6249149469658732,4.142795840743929,0.09806513832882047
523,21109,1565109983207,2019-08-06 16:46:23.207,1.2899322509765625,-1.38995361328125,-0.0676116943359375,0.3461112976074219,-1.4041175842285156,0.042407989501953125,1.031056930939686,0.7703196986694798,1.1022796719486483,1.8974898156232725,1.903217378094093,0.9125201375725903,1.8962848570779296,1.6813042216713727,0.8221179636434897,3.6684073058422655,9.666362075833604,3.6522551758680493
533,21119,1565109984209,2019-08-06 16:46:24.209,-0.29083251953125,-1.9900970458984373,0.1695709228515625,0.24891281127929688,-1.3093757629394531,0.30960845947265625,0.7179995226559843,1.0319644457265431,0.5175732106299383,2.01837164674579,1.4563958839076867,1.2315074089969507,2.0112358903198255,1.402019358680393,1.1524580356270926,1.794400294078514,10.052711406024173,1.187075677793473
543,21129,1565109985211,2019-08-06 16:46:25.211,0.0150909423828125,-0.401947021484375,0.08319091796875,-0.008281707763671875,-0.8794174194335938,-0.03920745849609375,0.26128150892162066,0.6088263251126772,0.2224363894073675,0.4107430747494658,0.917001249520037,0.6328782070904354,0.4022302134625916,0.9023308310971713,0.6201567504313065,0.2050784274470061,4.205508472863585,0.1545827412046492
553,21139,1565109986213,2019-08-06 16:46:26.213,0.417694091796875,-0.8985443115234375,-0.040679931640625,0.09171676635742188,-1.1731338500976562,0.07809829711914062,0.4298853233466793,0.3344681223216302,0.4026638183366579,0.9917182517890001,1.2819389189287773,0.34927219114688357,0.9908835623286646,1.23622583908159,0.324352498210838,0.5880520346108824,5.8405788955278695,0.5108118278440088
563,21149,1565109987216,2019-08-06 16:46:27.216,0.387908935546875,-1.2592010498046875,0.2874755859375,0.2573280334472656,-1.1557464599609375,-0.0311126708984375,0.3492967626851107,0.20465307123618262,0.23220544142318858,1.348592910635543,1.2416250383242917,0.18133106102059102,1.3175965338852167,1.2257699705997775,0.17271906544992932,0.6308955524582416,5.468648157548159,0.1656300942413509
573,21159,1565109988218,2019-08-06 16:46:28.218,0.62420654296875,-0.9831390380859376,-0.3871002197265625,0.392425537109375,-0.9909858703613281,-0.2059478759765625,0.4277258065423664,0.23360346403112697,0.12634054049915966,1.2272093369127752,1.1281514146050398,0.3574933433370863,1.1645583611367618,1.103189030755114,0.35993465674613484,1.1648393054492772,4.091923716245219,0.21754390699788928
583,21169,1565109989220,2019-08-06 16:46:29.220,-0.0965423583984375,-0.7426300048828125,-0.264892578125,-0.03174591064453125,-0.9136772155761719,-0.2086334228515625,0.5035622169157454,0.5911388805167573,0.25069135975347046,0.7943474234005469,1.0604139876840697,0.5822526566413909,0.7488789963120734,1.0002492106110306,0.6192257913991925,0.7647559302859008,4.387559745227918,0.36265009408816695
593,21179,1565109990223,2019-08-06 16:46:30.223,-0.5120849609375,-0.9787139892578124,-0.3980255126953125,0.11158370971679688,-1.6559867858886719,0.350921630859375,0.8616126053091434,1.3332794254133185,0.6338384146938358,1.1741108928647535,1.8861623950588609,1.4196720995275087,1.1045868367798442,1.8031980893605604,1.362951474182427,2.276932541979477,16.30207101884298,1.6978373718447983
603,21189,1565109991225,2019-08-06 16:46:31.225,0.1006011962890625,-0.931488037109375,0.2494354248046875,0.14229583740234375,-0.9402961730957031,0.23933029174804688,0.07924896750128245,0.07706931275213794,0.04822870504826254,0.9695404040679078,0.9828489516345963,0.09381890112334715,0.9369047784981497,0.952873268284617,0.08642986700311768,0.09983361791819334,3.5544466094579548,0.23609397816471756
613,21199,1565109992227,2019-08-06 16:46:32.227,0.2052459716796875,-0.942657470703125,0.0189361572265625,0.1734161376953125,-0.9557533264160156,-0.06787490844726562,0.0844493311907138,0.03910468997058564,0.11993934572881697,0.9649288025619617,0.9818790437790104,0.04231404936683662,0.9647429792245974,0.973715181054519,0.050490575880999006,0.1416876958683133,3.6584452141541988,0.06158435274846852
623,21209,1565109993229,2019-08-06 16:46:33.229,0.230560302734375,-0.8925323486328125,0.1836395263671875,0.0403900146484375,-1.1027870178222656,0.0245513916015625,0.18073553999708006,0.19354804198528183,0.11138532449049382,0.939944425057852,1.12116192152775,0.1761398284359081,0.9218308123256518,1.1159742872237435,0.18245213142763567,0.10452141938731074,4.97693936037831,0.0396311548538506
633,21219,1565109994232,2019-08-06 16:46:34.232,0.577178955078125,-1.0286865234375,-0.294342041015625,0.34772491455078125,-1.1123542785644531,-0.18690109252929688,0.5146657252710681,0.37776972044472734,0.0876922270004419,1.2157173794909122,1.236205514663939,0.48501975766022626,1.179547162976965,1.2180556265323466,0.4902764196561613,1.2782928911037745,5.377458049217239,0.16279785358347
643,21229,1565109995234,2019-08-06 16:46:35.234,-0.1192169189453125,-0.7522430419921875,-0.2798004150390625,-0.04250335693359375,-0.8936347961425781,-0.27368927001953125,0.8720428921079109,0.720613868692058,0.05503091742051278,0.8114003575575407,1.1891488625525468,0.7512648444818691,0.7616313202517825,1.139958960256799,0.7837436810829574,2.2886025584302843,4.752185638761148,0.308708471711725
653,21239,1565109996236,2019-08-06 16:46:36.236,-0.8634185791015625,-0.76947021484375,-0.3473358154296875,-0.0228729248046875,-1.1393699645996094,0.11738967895507812,1.250596163997971,1.0331520769521436,0.950200963989782,1.2075670676818135,1.6178003079241545,1.339600177137234,1.1565362312826382,1.4814126726316494,1.198693213420301,4.694064978975803,8.394865307258442,2.7637669628020376
663,21249,1565109997239,2019-08-06 16:46:37.239,0.8031463623046875,-1.0750579833984375,0.6371612548828125,0.2759895324707031,-0.690887451171875,0.1483306884765625,0.43099167898223045,0.3302163818773177,0.32694159440514003,1.4855195090189182,0.8284590261289749,0.5038768985413162,1.3419365659195548,0.7922007558288783,0.44273569142077707,0.8619423701893538,2.236430457327515,0.40868039103224874
673,21259,1565109998241,2019-08-06 16:46:38.241,-0.2069854736328125,-0.4416961669921875,-0.0155181884765625,0.13418197631835938,-0.9627723693847656,-0.09607696533203125,0.4705914714128705,0.4172692181527624,0.20423124781409815,0.48803617120474196,1.0701146002670223,0.4273659096656459,0.4877893912649086,1.0547356595441555,0.414962771894338,0.7363882099743932,4.2300633422564715,0.16205434082075953
683,21269,1565109999243,2019-08-06 16:46:39.243,0.0962677001953125,-1.476226806640625,0.52410888671875,0.3172111511230469,-1.2533645629882812,0.046619415283203125,0.30423643946194817,0.2137701365571398,0.36940235940984,1.5694595183956925,1.363214690799306,0.16892368280849096,1.4793623811444145,1.32711014314397,0.13671099395494815,0.6801710908766836,6.420783924870193,0.4180677889380604
693,21279,1565110000246,2019-08-06 16:46:40.246,0.54071044921875,-0.9737396240234376,-0.036956787109375,0.3103065490722656,-0.9127998352050781,-0.12928390502929688,0.4448356533386667,0.06455605453978396,0.18353153730961339,1.1144067701701637,1.0476859967023051,0.18388266130239048,1.1137938073484015,1.0278527683807486,0.18091273061460922,0.9787968930322677,3.3453166091348976,0.1679087879601866
703,21289,1565110001248,2019-08-06 16:46:41.248,0.5435028076171875,-0.978790283203125,0.0574188232421875,0.20369720458984375,-0.8352775573730469,-0.07966613769531247,0.4961016204884246,0.1416030354121812,0.24565755792287106,1.1210364140576061,0.9921227693237391,0.09023789325144278,1.1195649692539595,0.9646540414074841,0.10488029698596653,0.904320658184588,2.8509086503181607,0.2064296812750399
713,21299,1565110002250,2019-08-06 16:46:42.250,-0.0751953125,-0.733642578125,-0.2461090087890625,0.02104949951171875,-0.6316642761230469,0.2616996765136719,0.24262083561770584,0.6786905095087317,0.6023130488074325,0.7774673058508661,0.9651059951785853,0.5140687277916974,0.7374861134013775,0.743345111284611,0.5615397200184635,0.17836693534627557,2.9778614540118724,1.3622899090405554
723,21309,1565110003252,2019-08-06 16:46:43.252,-0.55859375,-0.7981719970703125,-0.5634613037109375,0.20566558837890625,-1.4589653015136719,0.26692962646484375,1.1644740003056486,1.2443523104239573,0.8647463908644629,1.125430653228311,1.8075180081465891,1.5118012121278213,0.9742204650110126,1.6944069065317762,1.4038863191134807,4.237192429136485,13.15955702145584,2.528364663477987
